,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_06,SAS_07,SAS_08,SAS_09,SAS_10,SAS_11,SAS_12,SAS_13,SAS_14,AES_01,AES_02,AES_03,AES_04,AES_05,AES_06,AES_07,AES_08,AES_09,AES_10,AES_11,AES_12,AES_13,AES_14,AES_15,AES_16,AES_17,AES_18,AMI_01,AMI_02,AMI_03,AMI_04,AMI_05,AMI_06,AMI_07,AMI_08,AMI_09,AMI_10,AMI_11,AMI_12,AMI_13,AMI_14,AMI_15,AMI_16,AMI_17,AMI_18,LARS_02.2,LARS_03.1,LARS_03.2,LARS_03.3,LARS_03.4,LARS_04.1,LARS_04.2,LARS_04.3,LARS_04.4,LARS_05.1,LARS_05.2,LARS_05.3,LARS_05.4,LARS_06.1,LARS_06.2,LARS_06.3,LARS_06.4,LARS_07.1,LARS_07.2,LARS_07.3,LARS_07.4,LARS_08.1,LARS_08.2,LARS_08.3,LARS_08.4,LARS_09.1,LARS_09.2,LARS_09.3,LARS_09.4,MDS-UPDRS_1.5,NPI_G_screen
AMI_09,0.75,0.66,0.71,0.78,0.82,0.7,0.71,0.73,0.79,0.68,0.76,0.8,0.76,0.68,0.72,0.7,0.74,0.66,0.72,0.71,0.55,0.75,0.74,0.75,0.65,0.58,0.68,0.75,0.65,0.75,0.51,0.59,0.82,0.76,0.83,0.81,0.76,0.85,0.8,0.73,1.0,0.74,0.84,0.92,0.85,0.74,0.87,0.81,0.81,0.82,0.77,0.83,0.76,0.74,0.78,0.75,0.77,0.74,0.75,0.91,0.86,0.83,0.83,0.8,0.79,0.81,0.8,0.8,0.81,0.78,0.81,0.73,0.79,0.8,0.77,0.84,0.85,0.82,0.84,0.75,0.74
AMI_10,0.72,0.7,0.67,0.74,0.76,0.62,0.66,0.68,0.74,0.66,0.66,0.76,0.73,0.66,0.69,0.66,0.68,0.61,0.65,0.67,0.49,0.64,0.68,0.68,0.61,0.56,0.6,0.66,0.54,0.67,0.55,0.53,0.76,0.65,0.74,0.71,0.62,0.73,0.74,0.61,0.74,1.0,0.7,0.75,0.74,0.65,0.77,0.72,0.66,0.77,0.71,0.74,0.63,0.63,0.64,0.68,0.72,0.78,0.69,0.69,0.77,0.72,0.73,0.68,0.69,0.76,0.76,0.7,0.7,0.7,0.71,0.72,0.69,0.72,0.66,0.74,0.76,0.78,0.75,0.64,0.62
AMI_11,0.76,0.66,0.69,0.73,0.77,0.67,0.7,0.7,0.8,0.69,0.75,0.78,0.74,0.63,0.71,0.78,0.76,0.7,0.7,0.67,0.54,0.73,0.76,0.81,0.67,0.62,0.72,0.77,0.63,0.81,0.52,0.6,0.77,0.74,0.79,0.78,0.69,0.77,0.77,0.74,0.84,0.7,1.0,0.84,0.79,0.75,0.82,0.77,0.78,0.78,0.74,0.81,0.78,0.76,0.77,0.74,0.82,0.74,0.76,0.81,0.81,0.81,0.81,0.78,0.79,0.74,0.76,0.79,0.8,0.82,0.81,0.72,0.8,0.83,0.76,0.83,0.81,0.83,0.82,0.78,0.74
AMI_12,0.76,0.69,0.72,0.77,0.83,0.7,0.73,0.74,0.81,0.71,0.76,0.8,0.77,0.66,0.74,0.73,0.76,0.69,0.74,0.72,0.59,0.82,0.78,0.79,0.68,0.61,0.72,0.76,0.67,0.78,0.56,0.63,0.8,0.78,0.84,0.82,0.74,0.85,0.83,0.72,0.92,0.75,0.84,1.0,0.84,0.76,0.89,0.8,0.83,0.83,0.8,0.83,0.77,0.74,0.75,0.74,0.77,0.77,0.76,0.84,0.84,0.87,0.82,0.78,0.79,0.79,0.77,0.8,0.81,0.79,0.81,0.73,0.8,0.81,0.77,0.86,0.86,0.81,0.86,0.75,0.76
AMI_13,0.76,0.7,0.74,0.73,0.8,0.68,0.71,0.68,0.75,0.75,0.76,0.76,0.74,0.69,0.75,0.68,0.69,0.7,0.71,0.69,0.54,0.73,0.74,0.72,0.67,0.59,0.64,0.75,0.64,0.72,0.56,0.62,0.86,0.73,0.8,0.77,0.73,0.79,0.79,0.67,0.85,0.74,0.79,0.84,1.0,0.74,0.83,0.84,0.77,0.85,0.74,0.78,0.7,0.69,0.71,0.76,0.76,0.75,0.71,0.78,0.77,0.77,0.79,0.77,0.76,0.8,0.79,0.75,0.81,0.77,0.75,0.71,0.76,0.76,0.75,0.81,0.79,0.81,0.79,0.76,0.73
AMI_14,0.72,0.64,0.67,0.68,0.69,0.65,0.68,0.65,0.68,0.68,0.71,0.66,0.72,0.65,0.71,0.66,0.64,0.73,0.71,0.68,0.63,0.7,0.68,0.7,0.61,0.64,0.66,0.67,0.65,0.67,0.61,0.65,0.71,0.88,0.71,0.73,0.76,0.75,0.69,0.69,0.74,0.65,0.75,0.76,0.74,1.0,0.68,0.74,0.79,0.76,0.68,0.66,0.64,0.57,0.65,0.67,0.66,0.71,0.63,0.69,0.64,0.66,0.65,0.64,0.67,0.63,0.65,0.65,0.68,0.67,0.69,0.66,0.67,0.75,0.74,0.66,0.74,0.71,0.75,0.7,0.68
AMI_15,0.77,0.72,0.7,0.81,0.86,0.68,0.69,0.74,0.81,0.7,0.76,0.87,0.76,0.67,0.73,0.77,0.79,0.64,0.69,0.7,0.5,0.81,0.78,0.77,0.66,0.6,0.69,0.78,0.6,0.81,0.57,0.56,0.82,0.7,0.86,0.79,0.66,0.79,0.83,0.74,0.87,0.77,0.82,0.89,0.83,0.68,1.0,0.81,0.75,0.79,0.8,0.86,0.78,0.79,0.72,0.8,0.78,0.82,0.81,0.82,0.86,0.87,0.85,0.79,0.82,0.82,0.84,0.85,0.83,0.81,0.82,0.77,0.82,0.8,0.76,0.9,0.85,0.82,0.83,0.72,0.72
AMI_16,0.74,0.7,0.71,0.72,0.77,0.66,0.7,0.71,0.76,0.71,0.76,0.77,0.74,0.7,0.72,0.7,0.7,0.71,0.68,0.66,0.55,0.74,0.73,0.73,0.67,0.62,0.64,0.76,0.65,0.7,0.58,0.59,0.88,0.73,0.77,0.74,0.7,0.79,0.77,0.7,0.81,0.72,0.77,0.8,0.84,0.74,0.81,1.0,0.75,0.82,0.74,0.78,0.75,0.75,0.73,0.81,0.77,0.78,0.79,0.79,0.77,0.78,0.84,0.79,0.8,0.78,0.82,0.82,0.82,0.81,0.78,0.74,0.8,0.79,0.79,0.79,0.8,0.8,0.81,0.76,0.74
AMI_17,0.75,0.68,0.69,0.72,0.74,0.67,0.72,0.76,0.77,0.69,0.71,0.71,0.73,0.66,0.75,0.7,0.71,0.74,0.77,0.72,0.69,0.77,0.78,0.77,0.67,0.64,0.7,0.72,0.71,0.73,0.6,0.68,0.72,0.78,0.76,0.78,0.74,0.78,0.74,0.71,0.81,0.66,0.78,0.83,0.77,0.79,0.75,0.75,1.0,0.78,0.78,0.77,0.71,0.66,0.77,0.69,0.74,0.71,0.7,0.77,0.73,0.75,0.74,0.72,0.73,0.73,0.71,0.71,0.74,0.74,0.77,0.7,0.79,0.76,0.75,0.76,0.79,0.76,0.79,0.78,0.75
AMI_18,0.72,0.68,0.71,0.69,0.75,0.67,0.7,0.67,0.75,0.74,0.77,0.69,0.79,0.72,0.7,0.63,0.67,0.69,0.67,0.67,0.58,0.7,0.7,0.73,0.67,0.59,0.65,0.72,0.66,0.68,0.55,0.61,0.81,0.75,0.76,0.75,0.76,0.84,0.83,0.65,0.82,0.77,0.78,0.83,0.85,0.76,0.79,0.82,0.78,1.0,0.71,0.74,0.69,0.67,0.7,0.71,0.74,0.76,0.7,0.75,0.73,0.74,0.74,0.74,0.75,0.75,0.74,0.76,0.75,0.79,0.75,0.69,0.75,0.75,0.76,0.77,0.81,0.88,0.83,0.77,0.73
LARS_02.2,0.83,0.8,0.78,0.83,0.82,0.75,0.77,0.83,0.83,0.71,0.76,0.85,0.75,0.75,0.7,0.71,0.71,0.64,0.69,0.66,0.55,0.74,0.76,0.75,0.64,0.58,0.68,0.7,0.57,0.76,0.54,0.57,0.72,0.69,0.79,0.76,0.62,0.71,0.77,0.72,0.77,0.71,0.74,0.8,0.74,0.68,0.8,0.74,0.78,0.71,1.0,0.85,0.79,0.78,0.81,0.75,0.78,0.84,0.82,0.81,0.82,0.82,0.81,0.8,0.8,0.81,0.81,0.81,0.79,0.79,0.85,0.82,0.86,0.82,0.76,0.84,0.8,0.81,0.82,0.79,0.74
LARS_03.1,0.84,0.82,0.74,0.86,0.89,0.71,0.76,0.8,0.88,0.75,0.77,0.89,0.77,0.75,0.72,0.73,0.76,0.63,0.7,0.72,0.51,0.76,0.78,0.8,0.66,0.57,0.65,0.75,0.58,0.78,0.55,0.55,0.76,0.68,0.79,0.75,0.66,0.74,0.75,0.65,0.83,0.74,0.81,0.83,0.78,0.66,0.86,0.78,0.77,0.74,0.85,1.0,0.82,0.85,0.85,0.82,0.82,0.83,0.83,0.89,0.89,0.93,0.88,0.85,0.85,0.82,0.84,0.83,0.85,0.83,0.83,0.81,0.85,0.9,0.79,0.89,0.85,0.84,0.84,0.8,0.76
LARS_03.2,0.72,0.65,0.7,0.69,0.76,0.72,0.71,0.72,0.8,0.67,0.68,0.8,0.68,0.7,0.59,0.63,0.66,0.59,0.59,0.54,0.48,0.7,0.65,0.77,0.59,0.52,0.62,0.67,0.56,0.69,0.47,0.5,0.7,0.62,0.72,0.72,0.61,0.69,0.67,0.71,0.76,0.63,0.78,0.77,0.7,0.64,0.78,0.75,0.71,0.69,0.79,0.82,1.0,0.89,0.83,0.75,0.76,0.77,0.85,0.82,0.81,0.86,0.85,0.84,0.8,0.75,0.77,0.82,0.78,0.83,0.83,0.74,0.83,0.83,0.83,0.79,0.77,0.79,0.82,0.77,0.69
LARS_03.3,0.71,0.7,0.7,0.7,0.78,0.68,0.69,0.76,0.79,0.67,0.68,0.8,0.67,0.72,0.6,0.65,0.67,0.54,0.56,0.53,0.41,0.7,0.67,0.75,0.57,0.51,0.6,0.65,0.52,0.69,0.45,0.45,0.71,0.61,0.71,0.71,0.59,0.69,0.66,0.69,0.74,0.63,0.76,0.74,0.69,0.57,0.79,0.75,0.66,0.67,0.78,0.85,0.89,1.0,0.83,0.76,0.78,0.76,0.84,0.81,0.83,0.88,0.88,0.83,0.83,0.76,0.79,0.83,0.79,0.83,0.81,0.76,0.83,0.83,0.81,0.8,0.77,0.78,0.8,0.76,0.68
